direction,entry_time,entry_price,sl_price,tp_price,sl_distance,risk_amount,macd_line,macd_sig,exit_price,exit_time,result,pnl,capital,year
SELL,2021-02-25 22:45:00,1769.6,1773.48,1765.72,3.88,279.49,-4.0441,-3.8354,1773.48,2021-02-25 23:15:00,SL,-279.49,9036.76,2021
BUY,2021-03-02 13:00:00,1733.02,1726.78,1739.26,6.24,271.1,3.9948,2.3252,1726.78,2021-03-02 15:30:00,SL,-271.1,8765.66,2021
SELL,2021-03-03 08:00:00,1731.9,1734.13,1729.67,2.23,262.97,-0.3935,0.018,1734.13,2021-03-03 09:15:00,SL,-262.97,8502.69,2021
BUY,2021-03-05 09:00:00,1699.45,1694.94,1703.96,4.51,255.08,0.5145,-0.6354,1694.94,2021-03-05 10:00:00,SL,-255.08,8247.61,2021
BUY,2021-03-05 14:45:00,1698.69,1694.48,1702.9,4.21,247.43,0.6747,0.0717,1694.48,2021-03-05 15:30:00,SL,-247.43,8000.18,2021
SELL,2021-03-08 10:15:00,1696.61,1700.66,1692.56,4.05,240.01,-2.8188,-1.3113,1692.56,2021-03-08 10:45:00,TP,240.01,8240.19,2021
BUY,2021-03-09 05:00:00,1690.12,1686.29,1693.95,3.83,247.21,1.4227,0.3584,1693.95,2021-03-09 08:45:00,TP,247.21,8487.4,2021
BUY,2021-03-10 20:00:00,1720.75,1716.24,1725.26,4.51,254.62,1.8789,1.6713,1725.26,2021-03-10 21:00:00,TP,254.62,8742.02,2021
BUY,2021-03-12 03:00:00,1725.75,1723.3,1728.2,2.45,262.26,-0.2634,-0.8739,1723.3,2021-03-12 04:00:00,SL,-262.26,8479.76,2021
SELL,2021-03-12 07:30:00,1718.12,1719.69,1716.55,1.57,254.39,-2.1137,-2.0166,1716.55,2021-03-12 07:45:00,TP,254.39,8734.15,2021
BUY,2021-03-15 20:00:00,1730.96,1729.26,1732.66,1.7,262.02,0.4574,0.2005,1729.26,2021-03-15 20:45:00,SL,-262.02,8472.13,2021
BUY,2021-03-16 03:00:00,1732.64,1729.55,1735.73,3.09,254.16,0.6642,0.6447,1735.73,2021-03-16 07:30:00,TP,254.16,8726.29,2021
SELL,2021-03-23 02:15:00,1737.46,1740.49,1734.43,3.03,261.79,0.3882,0.6911,1734.43,2021-03-23 03:15:00,TP,261.79,8988.08,2021
BUY,2021-03-23 08:15:00,1738.67,1736.76,1740.58,1.91,269.64,0.397,-0.2959,1736.76,2021-03-23 09:45:00,SL,-269.64,8718.44,2021
SELL,2021-03-24 09:00:00,1729.65,1732.14,1727.16,2.49,261.55,0.2649,0.8082,1727.16,2021-03-24 09:30:00,TP,261.55,8979.99,2021
SELL,2021-03-25 18:30:00,1728.99,1732.55,1725.43,3.56,269.4,-0.737,0.4125,1725.43,2021-03-25 19:00:00,TP,269.4,9249.39,2021
SELL,2021-03-25 22:45:00,1726.98,1728.03,1725.93,1.05,277.48,-1.9198,-1.8386,1728.03,2021-03-26 00:00:00,SL,-277.48,8971.91,2021
SELL,2021-03-30 10:15:00,1701.22,1705.06,1697.38,3.84,269.16,-2.5169,-2.0893,1697.38,2021-03-30 10:30:00,TP,269.16,9241.07,2021
BUY,2021-03-31 11:45:00,1685.99,1682.61,1689.37,3.38,277.23,1.0243,0.8393,1682.61,2021-03-31 15:15:00,SL,-277.23,8963.84,2021
BUY,2021-04-05 10:00:00,1727.12,1724.71,1729.53,2.41,268.92,-0.3362,-0.7872,1724.71,2021-04-05 12:00:00,SL,-268.92,8694.92,2021
BUY,2021-04-06 14:45:00,1736.26,1733.63,1738.89,2.63,260.85,0.8039,0.1428,1738.89,2021-04-06 15:30:00,TP,260.85,8955.77,2021
SELL,2021-04-07 13:15:00,1736.45,1739.22,1733.68,2.77,268.67,-0.7313,-0.5665,1733.68,2021-04-07 15:00:00,TP,268.67,9224.44,2021
BUY,2021-04-07 20:00:00,1741.71,1739.9,1743.52,1.81,276.73,1.3472,1.1813,1739.9,2021-04-07 20:30:00,SL,-276.73,8947.71,2021
SELL,2021-04-09 08:00:00,1751.31,1752.69,1749.93,1.38,268.43,-1.0476,-0.7137,1749.93,2021-04-09 08:30:00,TP,268.43,9216.14,2021
BUY,2021-04-19 03:00:00,1777.8,1776.33,1779.27,1.47,276.48,0.1976,0.0451,1779.27,2021-04-19 03:15:00,TP,276.48,9492.62,2021
SELL,2021-04-20 09:15:00,1769.57,1772.18,1766.96,2.61,284.78,-0.2377,-0.0023,1772.18,2021-04-20 10:30:00,SL,-284.78,9207.84,2021
BUY,2021-04-21 05:45:00,1782.71,1780.06,1785.36,2.65,276.24,1.6281,1.2122,1785.36,2021-04-21 08:45:00,TP,276.24,9484.08,2021
BUY,2021-04-21 15:15:00,1785.06,1781.81,1788.31,3.25,284.52,0.6599,-0.0817,1788.31,2021-04-21 16:30:00,TP,284.52,9768.6,2021
SELL,2021-04-22 08:30:00,1791.37,1794.71,1788.03,3.34,293.06,-0.4015,-0.0792,1788.03,2021-04-22 12:15:00,TP,293.06,10061.66,2021
SELL,2021-04-22 14:45:00,1786.21,1789.06,1783.36,2.85,301.85,-1.992,-1.851,1783.36,2021-04-22 15:00:00,TP,301.85,10363.51,2021
SELL,2021-04-27 04:00:00,1779.42,1784.05,1774.79,4.63,310.91,0.3347,0.6302,1774.79,2021-04-27 04:45:00,TP,310.91,10674.42,2021
BUY,2021-04-27 06:45:00,1779.78,1777.76,1781.8,2.02,320.23,-0.6569,-0.8541,1781.8,2021-04-27 08:30:00,TP,320.23,10994.65,2021
BUY,2021-05-10 12:30:00,1836.9,1834.63,1839.17,2.27,329.84,1.0001,0.995,1839.17,2021-05-10 13:15:00,TP,329.84,11324.49,2021
BUY,2021-05-10 14:30:00,1840.79,1837.17,1844.41,3.62,339.73,1.9046,1.5386,1844.41,2021-05-10 16:00:00,TP,339.73,11664.22,2021
SELL,2021-05-10 21:30:00,1834.57,1837.86,1831.28,3.29,349.93,-1.0364,-0.4306,1837.86,2021-05-10 22:45:00,SL,-349.93,11314.29,2021
BUY,2021-05-13 15:30:00,1820.61,1813.72,1827.5,6.89,339.43,-0.1357,-1.2152,1827.5,2021-05-13 19:45:00,TP,339.43,11653.72,2021
BUY,2021-05-14 08:30:00,1825.34,1822.45,1828.23,2.89,349.61,-0.1432,-0.5232,1828.23,2021-05-14 09:15:00,TP,349.61,12003.33,2021
SELL,2021-05-18 14:00:00,1866.79,1869.15,1864.43,2.36,360.1,-0.4373,-0.1101,1869.15,2021-05-18 14:30:00,SL,-360.1,11643.23,2021
SELL,2021-05-19 04:00:00,1868.27,1871.51,1865.03,3.24,349.3,0.2665,0.4068,1865.03,2021-05-19 05:00:00,TP,349.3,11992.53,2021
BUY,2021-05-21 15:00:00,1880.34,1877.7,1882.98,2.64,359.78,1.5621,1.3752,1882.98,2021-05-21 15:15:00,TP,359.78,12352.31,2021
BUY,2021-05-24 04:00:00,1885.07,1879.81,1890.33,5.26,370.57,1.8174,1.6524,1879.81,2021-05-24 11:30:00,SL,-370.57,11981.74,2021
BUY,2021-05-24 16:30:00,1883.55,1877.97,1889.13,5.58,359.45,-0.0401,-0.2687,1877.97,2021-05-24 17:00:00,SL,-359.45,11622.29,2021
SELL,2021-05-25 04:00:00,1877.11,1879.99,1874.23,2.88,348.67,-1.8669,-1.59,1874.23,2021-05-25 04:15:00,TP,348.67,11970.96,2021
BUY,2021-05-26 15:15:00,1910.28,1904.55,1916.01,5.73,359.13,0.9382,0.9052,1904.55,2021-05-26 16:00:00,SL,-359.13,11611.83,2021
SELL,2021-05-27 04:00:00,1892.71,1895.79,1889.63,3.08,348.35,-1.789,-1.6732,1895.79,2021-05-27 04:30:00,SL,-348.35,11263.48,2021
SELL,2021-05-27 14:00:00,1894.76,1896.82,1892.7,2.06,337.9,-0.9343,-0.5268,1892.7,2021-05-27 14:30:00,TP,337.9,11601.38,2021
SELL,2021-05-28 05:45:00,1893.16,1895.89,1890.43,2.73,348.04,-0.6503,-0.1593,1890.43,2021-05-28 08:15:00,TP,348.04,11949.42,2021
BUY,2021-06-02 20:15:00,1907.52,1905.49,1909.55,2.03,358.48,2.3188,2.2109,1909.55,2021-06-03 02:30:00,TP,358.48,12307.9,2021
SELL,2021-06-07 07:00:00,1885.9,1887.56,1884.24,1.66,369.24,-0.9919,-0.7185,1884.24,2021-06-07 08:45:00,TP,369.24,12677.14,2021
BUY,2021-06-09 03:00:00,1894.55,1893.16,1895.94,1.39,380.31,0.1448,-0.099,1895.94,2021-06-09 04:00:00,TP,380.31,13057.45,2021
BUY,2021-06-09 15:15:00,1893.16,1888.77,1897.55,4.39,391.72,-0.1583,-0.7705,1897.55,2021-06-09 16:30:00,TP,391.72,13449.17,2021
SELL,2021-06-10 03:00:00,1886.77,1889.35,1884.19,2.58,403.48,-1.1444,-1.012,1884.19,2021-06-10 08:30:00,TP,403.48,13852.65,2021
BUY,2021-06-15 02:30:00,1867.47,1865.81,1869.13,1.66,415.58,1.7829,1.7367,1865.81,2021-06-15 03:00:00,SL,-415.58,13437.07,2021
SELL,2021-06-15 04:00:00,1861.58,1867.86,1855.3,6.28,403.11,0.6905,1.3956,1867.86,2021-06-15 09:00:00,SL,-403.11,13033.96,2021
BUY,2021-06-25 05:00:00,1779.18,1777.1,1781.26,2.08,391.02,0.2721,-0.521,1777.1,2021-06-25 06:00:00,SL,-391.02,12642.94,2021
BUY,2021-07-06 03:00:00,1792.48,1790.96,1794.0,1.52,379.29,0.3923,0.3366,1790.96,2021-07-06 04:00:00,SL,-379.29,12263.65,2021
SELL,2021-07-08 04:00:00,1802.59,1804.98,1800.2,2.39,367.91,-0.0404,0.0936,1800.2,2021-07-08 04:30:00,TP,367.91,12631.56,2021
SELL,2021-07-12 09:00:00,1800.01,1802.48,1797.54,2.47,378.95,-2.2946,-1.9533,1802.48,2021-07-12 10:15:00,SL,-378.95,12252.61,2021
BUY,2021-07-13 04:15:00,1808.42,1806.75,1810.09,1.67,367.58,1.0856,1.0838,1810.09,2021-07-13 04:45:00,TP,367.58,12620.19,2021
SELL,2021-07-16 08:00:00,1825.68,1827.27,1824.09,1.59,378.61,-0.8071,-0.5417,1824.09,2021-07-16 09:00:00,TP,378.61,12998.8,2021
BUY,2021-07-16 16:30:00,1825.07,1821.67,1828.47,3.4,389.96,-0.2497,-1.2868,1821.67,2021-07-16 17:00:00,SL,-389.96,12608.84,2021
SELL,2021-07-19 08:30:00,1810.87,1813.22,1808.52,2.35,378.27,-0.6579,-0.3364,1808.52,2021-07-19 09:00:00,TP,378.27,12987.11,2021
BUY,2021-07-21 09:00:00,1812.28,1807.87,1816.69,4.41,389.61,0.2309,-0.4204,1807.87,2021-07-21 10:30:00,SL,-389.61,12597.5,2021
SELL,2021-07-22 02:00:00,1803.09,1803.86,1802.32,0.77,377.92,-0.0219,0.0701,1802.32,2021-07-22 02:45:00,TP,377.92,12975.42,2021
SELL,2021-07-23 05:30:00,1803.05,1804.77,1801.33,1.72,389.26,-0.7051,0.0886,1804.77,2021-07-23 08:30:00,SL,-389.26,12586.16,2021
SELL,2021-07-23 12:15:00,1802.53,1805.26,1799.8,2.73,377.58,-0.1603,0.3995,1799.8,2021-07-23 13:00:00,TP,377.58,12963.74,2021
SELL,2021-07-27 17:15:00,1796.28,1803.18,1789.38,6.9,388.91,1.0905,1.5466,1803.18,2021-07-28 04:15:00,SL,-388.91,12574.83,2021
SELL,2021-07-30 15:30:00,1826.33,1829.79,1822.87,3.46,377.24,-0.4402,-0.2153,1822.87,2021-07-30 15:45:00,TP,377.24,12952.07,2021
SELL,2021-08-03 01:45:00,1812.9,1813.35,1812.45,0.45,388.56,-0.2316,0.1879,1812.45,2021-08-03 02:00:00,TP,388.56,13340.63,2021
SELL,2021-08-03 04:00:00,1810.53,1812.37,1808.69,1.84,400.22,-0.8504,-0.4713,1812.37,2021-08-03 04:45:00,SL,-400.22,12940.41,2021
SELL,2021-08-03 15:00:00,1808.62,1811.62,1805.62,3.0,388.21,-0.4233,-0.3291,1811.62,2021-08-03 15:45:00,SL,-388.21,12552.2,2021
SELL,2021-08-03 18:00:00,1808.85,1811.89,1805.81,3.04,376.57,0.0704,0.2398,1811.89,2021-08-04 04:45:00,SL,-376.57,12175.63,2021
BUY,2021-08-05 10:15:00,1811.83,1809.39,1814.27,2.44,365.27,-0.2643,-0.4693,1814.27,2021-08-05 10:45:00,TP,365.27,12540.9,2021
SELL,2021-08-06 04:00:00,1801.03,1802.35,1799.71,1.32,376.23,-1.4202,-1.1324,1799.71,2021-08-06 06:00:00,TP,376.23,12917.13,2021
BUY,2021-08-11 14:30:00,1737.87,1736.55,1739.19,1.32,387.51,2.0458,1.4302,1739.19,2021-08-11 15:00:00,TP,387.51,13304.64,2021
BUY,2021-08-17 10:00:00,1794.32,1790.78,1797.86,3.54,399.14,2.2895,1.4065,1790.78,2021-08-17 15:00:00,SL,-399.14,12905.5,2021
SELL,2021-08-17 15:30:00,1790.17,1794.57,1785.77,4.4,387.16,0.4597,1.3258,1785.77,2021-08-17 17:00:00,TP,387.16,13292.66,2021
BUY,2021-08-18 02:45:00,1786.16,1785.33,1786.99,0.83,398.78,0.1117,-0.21,1785.33,2021-08-18 03:00:00,SL,-398.78,12893.88,2021
BUY,2021-08-20 18:45:00,1784.87,1782.33,1787.41,2.54,386.82,-0.2732,-0.5642,1782.33,2021-08-20 20:15:00,SL,-386.82,12507.06,2021
SELL,2021-08-23 03:00:00,1777.71,1779.65,1775.77,1.94,375.21,-1.8772,-1.4776,1779.65,2021-08-23 03:30:00,SL,-375.21,12131.85,2021
SELL,2021-08-23 04:00:00,1777.36,1780.04,1774.68,2.68,363.96,-1.6758,-1.5951,1780.04,2021-08-23 04:45:00,SL,-363.96,11767.89,2021
BUY,2021-08-24 15:00:00,1806.49,1803.2,1809.78,3.29,353.04,1.0041,0.6212,1803.2,2021-08-24 15:15:00,SL,-353.04,11414.85,2021
BUY,2021-08-27 15:30:00,1798.01,1794.06,1801.96,3.95,342.45,-0.8235,-1.0666,1794.06,2021-08-27 16:00:00,SL,-342.45,11072.4,2021
BUY,2021-08-30 12:45:00,1815.95,1814.74,1817.16,1.21,332.17,-0.0845,-0.3788,1817.16,2021-08-30 14:15:00,TP,332.17,11404.57,2021
SELL,2021-08-30 16:45:00,1812.27,1815.6,1808.94,3.33,342.14,-0.6236,-0.0917,1815.6,2021-08-30 17:00:00,SL,-342.14,11062.43,2021
SELL,2021-08-31 15:15:00,1812.05,1814.03,1810.07,1.98,331.87,-0.7195,-0.2482,1810.07,2021-08-31 15:45:00,TP,331.87,11394.3,2021
BUY,2021-09-03 13:45:00,1813.52,1812.79,1814.25,0.73,341.83,0.4851,0.3691,1814.25,2021-09-03 14:00:00,TP,341.83,11736.13,2021
SELL,2021-09-06 08:30:00,1825.58,1826.99,1824.17,1.41,352.08,-0.5522,-0.4207,1826.99,2021-09-06 08:45:00,SL,-352.08,11384.05,2021
BUY,2021-09-07 03:00:00,1825.54,1823.23,1827.85,2.31,341.52,0.1657,-0.2977,1823.23,2021-09-07 06:30:00,SL,-341.52,11042.53,2021
BUY,2021-09-09 14:00:00,1796.93,1794.45,1799.41,2.48,331.28,2.2982,2.0211,1799.41,2021-09-09 14:15:00,TP,331.28,11373.81,2021
SELL,2021-09-10 04:00:00,1793.59,1796.97,1790.21,3.38,341.21,0.2712,0.3525,1796.97,2021-09-10 05:30:00,SL,-341.21,11032.6,2021
SELL,2021-09-10 15:30:00,1795.14,1800.27,1790.01,5.13,330.98,-0.9536,-0.7685,1790.01,2021-09-10 16:30:00,TP,330.98,11363.58,2021
BUY,2021-09-14 09:30:00,1793.26,1791.65,1794.87,1.61,340.91,0.3397,-0.004,1794.87,2021-09-14 10:15:00,TP,340.91,11704.49,2021
BUY,2021-09-21 15:15:00,1772.95,1766.67,1779.23,6.28,351.13,2.6267,1.7903,1779.23,2021-09-21 18:00:00,TP,351.13,12055.62,2021
SELL,2021-09-22 14:15:00,1773.45,1775.4,1771.5,1.95,361.67,-0.9354,-0.5437,1775.4,2021-09-22 16:30:00,SL,-361.67,11693.95,2021
SELL,2021-09-29 10:00:00,1737.73,1742.2,1733.26,4.47,350.82,0.8561,1.1507,1742.2,2021-09-29 11:45:00,SL,-350.82,11343.13,2021
SELL,2021-10-06 05:00:00,1755.89,1758.02,1753.76,2.13,340.29,-1.0084,-0.5473,1753.76,2021-10-06 07:00:00,TP,340.29,11683.42,2021
SELL,2021-10-07 23:30:00,1754.87,1758.04,1751.7,3.17,350.5,-1.4043,-1.2667,1758.04,2021-10-08 04:15:00,SL,-350.5,11332.92,2021
BUY,2021-10-11 04:00:00,1758.08,1755.24,1760.92,2.84,339.99,-0.7216,-1.3985,1760.92,2021-10-11 04:30:00,TP,339.99,11672.91,2021
SELL,2021-10-11 08:30:00,1755.47,1757.8,1753.14,2.33,350.19,-0.4946,-0.2901,1753.14,2021-10-11 11:45:00,TP,350.19,12023.1,2021
BUY,2021-10-12 04:00:00,1755.64,1750.8,1760.48,4.84,360.69,-0.7458,-0.9023,1760.48,2021-10-12 08:30:00,TP,360.69,12383.79,2021
SELL,2021-10-12 15:15:00,1757.89,1763.36,1752.42,5.47,371.51,0.9682,1.2066,1763.36,2021-10-12 16:45:00,SL,-371.51,12012.28,2021
BUY,2021-10-14 08:45:00,1791.38,1789.82,1792.94,1.56,360.37,0.2134,-0.1127,1792.94,2021-10-14 09:15:00,TP,360.37,12372.65,2021
SELL,2021-10-18 20:00:00,1765.04,1767.17,1762.91,2.13,371.18,0.2098,0.7713,1767.17,2021-10-18 20:45:00,SL,-371.18,12001.47,2021
BUY,2021-10-19 05:45:00,1774.12,1771.77,1776.47,2.35,360.04,2.7508,1.572,1776.47,2021-10-19 08:45:00,TP,360.04,12361.51,2021
BUY,2021-10-20 05:30:00,1772.75,1769.54,1775.96,3.21,370.85,0.4097,-0.1581,1775.96,2021-10-20 08:45:00,TP,370.85,12732.36,2021
BUY,2021-10-25 02:45:00,1794.38,1792.4,1796.36,1.98,381.97,-0.8139,-1.0678,1796.36,2021-10-25 03:45:00,TP,381.97,13114.33,2021
SELL,2021-10-27 12:15:00,1785.47,1788.53,1782.41,3.06,393.43,-1.3382,-1.2931,1788.53,2021-10-27 13:30:00,SL,-393.43,12720.9,2021
BUY,2021-10-27 15:00:00,1795.09,1789.14,1801.04,5.95,381.63,1.2069,0.0477,1789.14,2021-10-27 17:00:00,SL,-381.63,12339.27,2021
BUY,2021-10-29 10:00:00,1798.23,1793.01,1803.45,5.22,370.18,-0.8369,-1.1871,1793.01,2021-10-29 11:15:00,SL,-370.18,11969.09,2021
SELL,2021-11-01 09:45:00,1781.88,1785.66,1778.1,3.78,359.07,-0.0528,0.2992,1785.66,2021-11-01 11:30:00,SL,-359.07,11610.02,2021
BUY,2021-11-04 13:30:00,1781.61,1778.19,1785.03,3.42,348.3,1.9851,1.2989,1785.03,2021-11-04 14:15:00,TP,348.3,11958.32,2021
BUY,2021-11-05 03:45:00,1795.61,1793.39,1797.83,2.22,358.75,1.2992,0.7983,1793.39,2021-11-05 04:45:00,SL,-358.75,11599.57,2021
SELL,2021-11-05 14:30:00,1790.53,1797.35,1783.71,6.82,347.99,-1.0681,-0.5081,1797.35,2021-11-05 15:15:00,SL,-347.99,11251.58,2021
BUY,2021-11-09 07:30:00,1823.92,1823.23,1824.61,0.69,337.55,-0.1476,-0.2271,1824.61,2021-11-09 07:45:00,TP,337.55,11589.13,2021
SELL,2021-11-12 03:00:00,1859.21,1861.63,1856.79,2.42,347.67,-0.5295,-0.0153,1856.79,2021-11-12 04:30:00,TP,347.67,11936.8,2021
BUY,2021-11-17 20:00:00,1867.69,1863.85,1871.53,3.84,358.1,2.1377,2.0424,1863.85,2021-11-17 21:45:00,SL,-358.1,11578.7,2021
BUY,2021-11-18 09:30:00,1866.65,1863.2,1870.1,3.45,347.36,-0.6049,-0.6261,1863.2,2021-11-18 11:45:00,SL,-347.36,11231.34,2021
SELL,2021-11-19 10:15:00,1855.54,1859.41,1851.67,3.87,336.94,-1.5246,-0.7224,1851.67,2021-11-19 11:00:00,TP,336.94,11568.28,2021
SELL,2021-11-24 15:15:00,1783.13,1787.22,1779.04,4.09,347.05,-2.7801,-2.1003,1787.22,2021-11-24 15:30:00,SL,-347.05,11221.23,2021
BUY,2021-11-26 04:30:00,1793.52,1791.79,1795.25,1.73,336.64,0.7645,0.5986,1795.25,2021-11-26 05:00:00,TP,336.64,11557.87,2021
BUY,2021-11-30 07:00:00,1789.71,1787.93,1791.49,1.78,346.74,1.1059,1.0276,1791.49,2021-11-30 07:15:00,TP,346.74,11904.61,2021
BUY,2021-12-03 02:00:00,1770.22,1767.49,1772.95,2.73,357.14,0.4602,-0.2305,1772.95,2021-12-03 05:00:00,TP,357.14,12261.75,2021
SELL,2021-12-03 09:00:00,1771.03,1773.95,1768.11,2.92,367.85,0.827,1.3743,1768.11,2021-12-03 10:00:00,TP,367.85,12629.6,2021
BUY,2021-12-13 14:15:00,1789.59,1787.26,1791.92,2.33,378.89,1.1445,0.7238,1787.26,2021-12-13 15:00:00,SL,-378.89,12250.71,2021
SELL,2021-12-15 08:45:00,1768.27,1770.06,1766.48,1.79,367.52,-1.2673,-1.1007,1770.06,2021-12-15 11:15:00,SL,-367.52,11883.19,2021
SELL,2021-12-20 15:15:00,1794.6,1800.24,1788.96,5.64,356.5,-1.4409,-1.2746,1788.96,2021-12-20 22:00:00,TP,356.5,12239.69,2021
SELL,2021-12-28 17:30:00,1812.94,1815.44,1810.44,2.5,367.19,-0.4098,0.2559,1810.44,2021-12-28 18:00:00,TP,367.19,12606.88,2021
SELL,2021-12-28 22:30:00,1806.25,1807.35,1805.15,1.1,378.21,-2.7109,-2.5153,1805.15,2021-12-28 23:00:00,TP,378.21,12985.09,2021
SELL,2021-12-30 06:30:00,1800.89,1801.87,1799.91,0.98,389.55,-0.7396,-0.4097,1799.91,2021-12-30 07:00:00,TP,389.55,13374.64,2021
SELL,2022-01-04 14:00:00,1802.0,1805.07,1798.93,3.07,401.24,-0.5061,0.0258,1798.93,2022-01-04 14:15:00,TP,401.24,13775.88,2022
BUY,2022-01-05 15:15:00,1821.13,1815.02,1827.24,6.11,413.28,1.2617,1.1839,1827.24,2022-01-05 15:30:00,TP,413.28,14189.16,2022
SELL,2022-01-07 07:30:00,1791.58,1792.88,1790.28,1.3,425.67,0.5124,0.5581,1790.28,2022-01-07 08:00:00,TP,425.67,14614.83,2022
BUY,2022-01-10 12:00:00,1799.87,1796.54,1803.2,3.33,438.44,1.6685,0.8253,1796.54,2022-01-10 14:30:00,SL,-438.44,14176.39,2022
BUY,2022-01-11 03:00:00,1804.76,1802.01,1807.51,2.75,425.29,2.058,1.8911,1807.51,2022-01-11 05:15:00,TP,425.29,14601.68,2022
BUY,2022-01-12 15:30:00,1823.73,1817.33,1830.13,6.4,438.05,0.897,0.0653,1817.33,2022-01-13 17:15:00,SL,-438.05,14163.63,2022
SELL,2022-01-14 02:00:00,1820.22,1822.01,1818.43,1.79,424.91,0.0951,0.3262,1822.01,2022-01-14 03:00:00,SL,-424.91,13738.72,2022
BUY,2022-01-18 03:30:00,1821.62,1819.21,1824.03,2.41,412.16,0.3128,-0.0646,1819.21,2022-01-18 05:30:00,SL,-412.16,13326.56,2022
SELL,2022-01-18 09:00:00,1814.29,1818.02,1810.56,3.73,399.8,-1.3524,-1.0503,1810.56,2022-01-18 11:45:00,TP,399.8,13726.36,2022
SELL,2022-01-19 03:45:00,1812.3,1814.11,1810.49,1.81,411.79,-0.4245,-0.2583,1810.49,2022-01-19 05:15:00,TP,411.79,14138.15,2022
BUY,2022-01-19 16:30:00,1826.76,1822.47,1831.05,4.29,424.14,3.6014,2.717,1831.05,2022-01-19 17:00:00,TP,424.14,14562.29,2022
BUY,2022-01-19 19:00:00,1841.81,1839.18,1844.44,2.63,436.87,8.6533,7.3548,1839.18,2022-01-20 01:15:00,SL,-436.87,14125.42,2022
BUY,2022-01-21 07:30:00,1841.43,1839.99,1842.87,1.44,423.76,0.5964,0.478,1839.99,2022-01-21 08:30:00,SL,-423.76,13701.66,2022
SELL,2022-01-24 15:30:00,1837.94,1843.1,1832.78,5.16,411.05,0.2955,0.5083,1832.78,2022-01-24 16:30:00,TP,411.05,14112.71,2022
SELL,2022-01-25 10:15:00,1839.72,1843.22,1836.22,3.5,423.38,-0.1353,0.2002,1836.22,2022-01-25 12:30:00,TP,423.38,14536.09,2022
SELL,2022-02-01 16:30:00,1801.41,1806.02,1796.8,4.61,436.08,-0.008,0.8968,1806.02,2022-02-01 17:45:00,SL,-436.08,14100.01,2022
BUY,2022-02-07 18:15:00,1817.0,1814.29,1819.71,2.71,423.0,1.3456,1.1737,1819.71,2022-02-07 19:30:00,TP,423.0,14523.01,2022
BUY,2022-02-08 15:00:00,1819.82,1817.45,1822.19,2.37,435.69,-0.3822,-0.5406,1822.19,2022-02-08 15:30:00,TP,435.69,14958.7,2022
BUY,2022-02-11 14:00:00,1828.17,1825.68,1830.66,2.49,448.76,0.5603,0.2753,1830.66,2022-02-11 14:15:00,TP,448.76,15407.46,2022
BUY,2022-02-15 07:00:00,1878.57,1876.97,1880.17,1.6,462.22,3.2001,3.0516,1876.97,2022-02-15 07:30:00,SL,-462.22,14945.24,2022
BUY,2022-02-16 21:00:00,1871.16,1865.18,1877.14,5.98,448.36,4.3466,4.1352,1877.14,2022-02-17 08:15:00,TP,448.36,15393.6,2022
BUY,2022-02-21 13:30:00,1897.72,1895.88,1899.56,1.84,461.81,1.2266,0.721,1895.88,2022-02-21 13:45:00,SL,-461.81,14931.79,2022
SELL,2022-02-22 23:00:00,1899.59,1901.36,1897.82,1.77,447.95,-0.5159,0.0547,1897.82,2022-02-23 01:45:00,TP,447.95,15379.74,2022
BUY,2022-03-02 09:00:00,1941.01,1935.64,1946.38,5.37,461.39,0.4494,-0.1457,1946.38,2022-03-02 09:45:00,TP,461.39,15841.13,2022
BUY,2022-03-03 19:30:00,1931.86,1927.48,1936.24,4.38,475.23,-0.0847,-0.5524,1936.24,2022-03-03 22:00:00,TP,475.23,16316.36,2022
SELL,2022-03-04 07:30:00,1936.56,1940.29,1932.83,3.73,489.49,0.5341,1.0772,1940.29,2022-03-04 11:00:00,SL,-489.49,15826.87,2022
SELL,2022-03-07 15:00:00,1981.36,1987.87,1974.85,6.51,474.81,-2.1756,0.9041,1974.85,2022-03-07 15:15:00,TP,474.81,16301.68,2022
SELL,2022-03-15 14:15:00,1923.02,1928.74,1917.3,5.72,489.05,-4.3059,-4.1945,1917.3,2022-03-15 15:00:00,TP,489.05,16790.73,2022
BUY,2022-03-17 13:30:00,1946.35,1942.17,1950.53,4.18,503.72,4.3884,3.8826,1942.17,2022-03-17 13:45:00,SL,-503.72,16287.01,2022
SELL,2022-03-21 00:00:00,1919.01,1926.21,1911.81,7.2,488.61,-4.7258,-4.3157,1926.21,2022-03-21 03:30:00,SL,-488.61,15798.4,2022
BUY,2022-03-22 08:00:00,1938.34,1935.66,1941.02,2.68,473.95,1.3867,1.0256,1935.66,2022-03-22 08:30:00,SL,-473.95,15324.45,2022
SELL,2022-03-23 01:45:00,1919.67,1921.91,1917.43,2.24,459.73,-0.5438,-0.4925,1917.43,2022-03-23 02:30:00,TP,459.73,15784.18,2022
BUY,2022-03-23 10:30:00,1924.42,1920.46,1928.38,3.96,473.53,0.2306,-0.3977,1928.38,2022-03-23 11:30:00,TP,473.53,16257.71,2022
SELL,2022-03-29 14:30:00,1910.22,1915.02,1905.42,4.8,487.73,-3.9029,-3.8215,1905.42,2022-03-29 14:45:00,TP,487.73,16745.44,2022
BUY,2022-03-30 15:00:00,1927.27,1922.57,1931.97,4.7,502.36,0.8187,-0.1763,1931.97,2022-03-30 15:15:00,TP,502.36,17247.8,2022
