direction,entry_time,entry_price,sl_price,tp_price,sl_distance,risk_amount,macd_line,macd_sig,exit_price,exit_time,result,pnl,capital,year
SELL,2024-04-29 23:45:00,2335.36,2337.03,2333.69,1.67,644.63,-1.0738,-0.1907,2333.69,2024-04-30 02:00:00,TP,644.63,22132.45,2024
SELL,2024-05-03 15:15:00,2295.18,2299.7,2290.66,4.52,663.97,-1.7503,-1.3072,2299.7,2024-05-03 15:30:00,SL,-663.97,21468.48,2024
SELL,2024-05-10 23:30:00,2361.49,2364.91,2358.07,3.42,644.05,-1.3604,-0.4745,2358.07,2024-05-13 04:15:00,TP,644.05,22112.53,2024
SELL,2024-05-13 09:00:00,2349.99,2354.37,2345.61,4.38,663.38,-3.4932,-2.9294,2345.61,2024-05-13 11:15:00,TP,663.38,22775.91,2024
BUY,2024-05-14 07:30:00,2344.7,2342.57,2346.83,2.13,683.28,2.0281,1.5435,2342.57,2024-05-14 09:00:00,SL,-683.28,22092.63,2024
SELL,2024-05-16 12:15:00,2384.35,2387.8,2380.9,3.45,662.78,-1.2756,-0.5901,2380.9,2024-05-16 15:30:00,TP,662.78,22755.41,2024
SELL,2024-05-23 20:15:00,2336.14,2342.97,2329.31,6.83,682.66,-8.7985,-7.8085,2329.31,2024-05-23 23:30:00,TP,682.66,23438.07,2024
SELL,2024-05-28 04:00:00,2350.07,2353.41,2346.73,3.34,703.14,0.0439,0.6005,2353.41,2024-05-28 04:30:00,SL,-703.14,22734.93,2024
SELL,2024-05-28 11:00:00,2340.8,2345.04,2336.56,4.24,682.05,-3.577,-2.6969,2345.04,2024-05-28 11:45:00,SL,-682.05,22052.88,2024
SELL,2024-05-29 04:30:00,2356.28,2359.53,2353.03,3.25,661.59,0.2967,1.0023,2359.53,2024-05-29 05:15:00,SL,-661.59,21391.29,2024
BUY,2024-06-03 16:00:00,2334.78,2330.84,2338.72,3.94,641.74,2.9887,2.2848,2330.84,2024-06-03 16:45:00,SL,-641.74,20749.55,2024
BUY,2024-06-04 09:00:00,2350.66,2347.25,2354.07,3.41,622.49,0.6555,0.3147,2347.25,2024-06-04 09:30:00,SL,-622.49,20127.06,2024
SELL,2024-06-06 13:30:00,2360.07,2361.95,2358.19,1.88,603.81,-1.5544,-0.9232,2361.95,2024-06-06 14:00:00,SL,-603.81,19523.25,2024
SELL,2024-06-17 10:30:00,2316.22,2320.17,2312.27,3.95,585.7,-3.255,-2.9338,2320.17,2024-06-17 11:15:00,SL,-585.7,18937.55,2024
BUY,2024-06-18 19:45:00,2330.29,2326.53,2334.05,3.76,568.13,4.7739,3.9359,2334.05,2024-06-19 11:00:00,TP,568.13,19505.68,2024
SELL,2024-06-26 08:30:00,2314.18,2318.2,2310.16,4.02,585.17,-1.4297,-1.0404,2310.16,2024-06-26 09:00:00,TP,585.17,20090.85,2024
BUY,2024-06-27 13:45:00,2315.19,2312.75,2317.63,2.44,602.73,5.3166,4.0952,2317.63,2024-06-27 14:30:00,TP,602.73,20693.58,2024
BUY,2024-06-27 15:30:00,2322.97,2316.09,2329.85,6.88,620.81,6.114,5.3254,2329.85,2024-06-27 17:00:00,TP,620.81,21314.39,2024
SELL,2024-07-01 01:00:00,2324.39,2327.58,2321.2,3.19,639.43,-1.6833,-1.6526,2327.58,2024-07-01 04:15:00,SL,-639.43,20674.96,2024
BUY,2024-07-03 01:00:00,2330.57,2328.99,2332.15,1.58,620.25,1.5055,1.0411,2332.15,2024-07-03 03:15:00,TP,620.25,21295.21,2024
SELL,2024-07-12 13:00:00,2402.08,2405.52,2398.64,3.44,638.86,-1.5216,-1.4604,2398.64,2024-07-12 14:00:00,TP,638.86,21934.07,2024
SELL,2024-07-17 17:45:00,2463.54,2472.61,2454.47,9.07,658.02,-0.5168,0.8399,2454.47,2024-07-17 19:15:00,TP,658.02,22592.09,2024
BUY,2024-07-18 08:00:00,2468.8,2464.85,2472.75,3.95,677.76,2.5518,2.1973,2464.85,2024-07-18 09:00:00,SL,-677.76,21914.33,2024
SELL,2024-07-18 15:30:00,2463.59,2468.73,2458.45,5.14,657.43,-0.8765,-0.7194,2458.45,2024-07-18 16:30:00,TP,657.43,22571.76,2024
BUY,2024-07-18 17:30:00,2466.79,2460.1,2473.48,6.69,677.15,-0.7925,-1.1308,2460.1,2024-07-18 19:00:00,SL,-677.15,21894.61,2024
SELL,2024-07-22 08:45:00,2402.86,2406.66,2399.06,3.8,656.84,-0.8214,-0.1913,2399.06,2024-07-22 09:15:00,TP,656.84,22551.45,2024
BUY,2024-07-24 04:00:00,2411.94,2407.53,2416.35,4.41,676.54,1.5827,1.4372,2407.53,2024-07-24 04:15:00,SL,-676.54,21874.91,2024
BUY,2024-08-08 06:30:00,2391.7,2388.58,2394.82,3.12,656.25,0.876,-0.1559,2394.82,2024-08-08 07:00:00,TP,656.25,22531.16,2024
BUY,2024-08-12 08:45:00,2434.56,2429.01,2440.11,5.55,675.93,1.7743,0.8345,2440.11,2024-08-12 10:30:00,TP,675.93,23207.09,2024
SELL,2024-08-13 23:30:00,2465.49,2467.72,2463.26,2.23,696.21,-0.5147,-0.1321,2463.26,2024-08-14 02:30:00,TP,696.21,23903.3,2024
BUY,2024-08-14 04:00:00,2468.27,2465.17,2471.37,3.1,717.1,-0.1073,-0.5799,2471.37,2024-08-14 04:15:00,TP,717.1,24620.4,2024
BUY,2024-08-16 10:30:00,2455.35,2451.05,2459.65,4.3,738.61,-0.3006,-0.4161,2459.65,2024-08-16 10:45:00,TP,738.61,25359.01,2024
BUY,2024-08-19 09:00:00,2503.76,2499.67,2507.85,4.09,760.77,0.5052,0.472,2499.67,2024-08-19 09:15:00,SL,-760.77,24598.24,2024
SELL,2024-08-21 08:45:00,2515.12,2518.33,2511.91,3.21,737.95,0.4293,0.5293,2511.91,2024-08-21 09:00:00,TP,737.95,25336.19,2024
SELL,2024-08-30 15:30:00,2517.06,2524.72,2509.4,7.66,760.09,0.1931,0.6811,2509.4,2024-08-30 17:15:00,TP,760.09,26096.28,2024
SELL,2024-09-17 07:30:00,2576.59,2579.07,2574.11,2.48,782.89,-1.7281,-0.9459,2579.07,2024-09-17 08:45:00,SL,-782.89,25313.39,2024
BUY,2024-09-23 16:45:00,2631.81,2625.86,2637.76,5.95,759.4,2.9093,1.3834,2625.86,2024-09-23 18:00:00,SL,-759.4,24553.99,2024
BUY,2024-09-25 14:30:00,2657.13,2653.83,2660.43,3.3,736.62,-0.3477,-0.6038,2660.43,2024-09-25 15:00:00,TP,736.62,25290.61,2024
BUY,2024-09-26 08:00:00,2661.87,2659.67,2664.07,2.2,758.72,0.9937,0.8076,2659.67,2024-09-26 09:00:00,SL,-758.72,24531.89,2024
SELL,2024-10-02 08:15:00,2649.3,2656.08,2642.52,6.78,735.96,-2.7013,-1.6609,2656.08,2024-10-02 16:15:00,SL,-735.96,23795.93,2024
BUY,2024-10-10 04:15:00,2610.72,2608.8,2612.64,1.92,713.88,-0.1341,-0.6883,2608.8,2024-10-10 04:30:00,SL,-713.88,23082.05,2024
BUY,2024-10-15 11:00:00,2654.58,2649.75,2659.41,4.83,692.46,1.5716,-0.2008,2649.75,2024-10-15 14:30:00,SL,-692.46,22389.59,2024
BUY,2024-10-17 04:30:00,2680.79,2676.51,2685.07,4.28,671.69,1.515,0.6366,2676.51,2024-10-17 06:30:00,SL,-671.69,21717.9,2024
BUY,2024-10-21 04:00:00,2728.3,2721.05,2735.55,7.25,651.54,2.6931,2.6384,2735.55,2024-10-21 12:15:00,TP,651.54,22369.44,2024
BUY,2024-10-22 20:30:00,2748.0,2743.61,2752.39,4.39,671.08,3.8198,2.8798,2743.61,2024-10-23 04:15:00,SL,-671.08,21698.36,2024
BUY,2024-10-28 07:15:00,2735.64,2731.15,2740.13,4.49,650.95,-0.9566,-1.6251,2740.13,2024-10-28 08:00:00,TP,650.95,22349.31,2024
SELL,2024-10-29 13:15:00,2747.92,2751.39,2744.45,3.47,670.48,-0.6382,0.2106,2751.39,2024-10-29 13:30:00,SL,-670.48,21678.83,2024
BUY,2024-10-29 15:00:00,2755.49,2748.23,2762.75,7.26,650.36,0.3069,-0.0084,2762.75,2024-10-29 15:45:00,TP,650.36,22329.19,2024
SELL,2024-10-30 13:45:00,2778.6,2782.06,2775.14,3.46,669.88,-0.1912,0.6855,2775.14,2024-10-30 14:15:00,TP,669.88,22999.07,2024
BUY,2024-11-05 22:45:00,2743.03,2740.34,2745.72,2.69,689.97,0.4675,0.3461,2745.72,2024-11-06 01:45:00,TP,689.97,23689.04,2024
BUY,2024-11-14 19:45:00,2572.93,2567.54,2578.32,5.39,710.67,5.8412,5.6774,2567.54,2024-11-14 20:15:00,SL,-710.67,22978.37,2024
BUY,2024-11-18 15:15:00,2599.12,2592.95,2605.29,6.17,689.35,3.665,3.182,2605.29,2024-11-18 16:00:00,TP,689.35,23667.72,2024
SELL,2024-11-19 16:45:00,2623.53,2630.95,2616.11,7.42,710.03,0.7045,2.8613,2630.95,2024-11-19 19:15:00,SL,-710.03,22957.69,2024
BUY,2024-11-21 09:15:00,2663.51,2660.07,2666.95,3.44,688.73,3.4046,2.8409,2666.95,2024-11-21 10:15:00,TP,688.73,23646.42,2024
BUY,2024-11-21 11:45:00,2668.83,2663.53,2674.13,5.3,709.39,4.5645,4.3193,2663.53,2024-11-21 14:45:00,SL,-709.39,22937.03,2024
BUY,2024-11-29 03:00:00,2641.4,2634.03,2648.77,7.37,688.11,-1.2274,-1.4431,2648.77,2024-11-29 04:00:00,TP,688.11,23625.14,2024
SELL,2024-12-02 01:00:00,2648.36,2652.69,2644.03,4.33,708.75,-3.342,-1.8288,2644.03,2024-12-02 01:15:00,TP,708.75,24333.89,2024
BUY,2024-12-04 04:45:00,2645.85,2642.88,2648.82,2.97,730.02,0.2888,-0.4708,2648.82,2024-12-04 07:00:00,TP,730.02,25063.91,2024
BUY,2024-12-10 19:30:00,2693.96,2690.17,2697.75,3.79,751.92,6.9316,6.6384,2697.75,2024-12-11 01:45:00,TP,751.92,25815.83,2024
BUY,2024-12-11 10:00:00,2692.07,2687.64,2696.5,4.43,774.47,-0.9721,-1.4399,2687.64,2024-12-11 11:00:00,SL,-774.47,25041.36,2024
BUY,2024-12-18 01:45:00,2647.44,2644.77,2650.11,2.67,751.24,1.1305,1.0777,2650.11,2024-12-18 02:45:00,TP,751.24,25792.6,2024
SELL,2024-12-18 05:15:00,2645.99,2648.84,2643.14,2.85,773.78,0.92,1.5648,2643.14,2024-12-18 06:00:00,TP,773.78,26566.38,2024
SELL,2024-12-19 16:30:00,2594.88,2600.77,2588.99,5.89,796.99,-6.9547,-4.0021,2588.99,2024-12-19 17:30:00,TP,796.99,27363.37,2024
SELL,2024-12-20 02:30:00,2592.11,2595.25,2588.97,3.14,820.9,-1.9798,-1.7237,2595.25,2024-12-20 03:00:00,SL,-820.9,26542.47,2024
SELL,2024-12-20 07:15:00,2596.76,2598.81,2594.71,2.05,796.27,0.3919,0.4868,2598.81,2024-12-20 07:30:00,SL,-796.27,25746.2,2024
BUY,2024-12-26 01:00:00,2617.72,2614.12,2621.32,3.6,772.39,0.9001,0.4804,2621.32,2024-12-26 02:30:00,TP,772.39,26518.59,2024
BUY,2024-12-31 20:15:00,2626.04,2622.73,2629.35,3.31,795.56,4.6275,4.5862,2622.73,2024-12-31 22:30:00,SL,-795.56,25723.03,2024
BUY,2025-01-02 03:00:00,2629.59,2623.8,2635.38,5.79,771.69,2.0541,1.7255,2635.38,2025-01-02 04:15:00,TP,771.69,26494.72,2025
BUY,2025-01-02 12:00:00,2638.97,2632.76,2645.18,6.21,794.84,2.3385,2.1809,2645.18,2025-01-02 12:15:00,TP,794.84,27289.56,2025
SELL,2025-01-09 03:00:00,2658.24,2661.33,2655.15,3.09,818.69,0.1939,0.8092,2661.33,2025-01-09 05:30:00,SL,-818.69,26470.87,2025
BUY,2025-01-16 11:00:00,2701.66,2697.51,2705.81,4.15,794.13,1.8264,1.0544,2705.81,2025-01-16 11:15:00,TP,794.13,27265.0,2025
SELL,2025-01-17 07:15:00,2713.81,2715.57,2712.05,1.76,817.95,0.0863,0.2814,2712.05,2025-01-17 07:30:00,TP,817.95,28082.95,2025
BUY,2025-01-17 16:30:00,2709.66,2702.69,2716.63,6.97,842.49,-0.8405,-1.1413,2716.63,2025-01-17 18:00:00,TP,842.49,28925.44,2025
BUY,2025-01-20 06:30:00,2705.84,2702.21,2709.47,3.63,867.76,1.0896,-0.9601,2709.47,2025-01-20 08:15:00,TP,867.76,29793.2,2025
SELL,2025-01-20 15:30:00,2704.1,2710.53,2697.67,6.43,893.8,0.7195,1.2727,2710.53,2025-01-20 16:00:00,SL,-893.8,28899.4,2025
BUY,2025-01-30 16:15:00,2786.85,2782.51,2791.19,4.34,866.98,5.6592,5.2921,2782.51,2025-01-30 16:30:00,SL,-866.98,28032.42,2025
BUY,2025-01-31 15:30:00,2807.14,2803.59,2810.69,3.55,840.97,4.1154,2.6948,2810.69,2025-01-31 16:45:00,TP,840.97,28873.39,2025
SELL,2025-01-31 21:30:00,2796.75,2802.86,2790.64,6.11,866.2,-1.598,0.4461,2802.86,2025-02-03 01:00:00,SL,-866.2,28007.19,2025
BUY,2025-02-03 12:30:00,2796.74,2793.01,2800.47,3.73,840.22,3.8616,3.5299,2800.47,2025-02-03 13:00:00,TP,840.22,28847.41,2025
SELL,2025-02-06 08:30:00,2867.5,2871.39,2863.61,3.89,865.42,0.0358,0.2247,2863.61,2025-02-06 08:45:00,TP,865.42,29712.83,2025
SELL,2025-02-11 23:45:00,2897.53,2899.75,2895.31,2.22,891.38,-2.1383,-1.677,2899.75,2025-02-12 01:15:00,SL,-891.38,28821.45,2025
SELL,2025-02-12 12:30:00,2880.94,2889.9,2871.98,8.96,864.64,-2.1263,-1.1215,2871.98,2025-02-12 15:30:00,TP,864.64,29686.09,2025
BUY,2025-02-14 07:30:00,2929.77,2926.74,2932.8,3.03,890.58,0.8311,0.7278,2932.8,2025-02-14 08:15:00,TP,890.58,30576.67,2025
BUY,2025-02-14 10:00:00,2936.18,2930.88,2941.48,5.3,917.3,2.6463,2.2398,2930.88,2025-02-14 13:45:00,SL,-917.3,29659.37,2025
SELL,2025-02-17 14:00:00,2897.36,2901.71,2893.01,4.35,889.78,0.571,1.199,2901.71,2025-02-17 16:45:00,SL,-889.78,28769.59,2025
SELL,2025-02-20 15:30:00,2939.9,2947.52,2932.28,7.62,863.09,-1.7554,0.2001,2932.28,2025-02-20 16:00:00,TP,863.09,29632.68,2025
SELL,2025-02-25 14:15:00,2934.41,2941.35,2927.47,6.94,888.98,-0.8499,-0.7583,2927.47,2025-02-25 14:30:00,TP,888.98,30521.66,2025
BUY,2025-02-26 22:15:00,2915.85,2912.05,2919.65,3.8,915.65,1.4616,1.4411,2919.65,2025-02-27 01:30:00,TP,915.65,31437.31,2025
SELL,2025-02-28 01:15:00,2875.04,2878.43,2871.65,3.39,943.12,-2.5498,-2.5078,2878.43,2025-02-28 02:15:00,SL,-943.12,30494.19,2025
SELL,2025-02-28 20:15:00,2839.39,2846.85,2831.93,7.46,914.83,-4.7146,-4.6782,2846.85,2025-02-28 20:30:00,SL,-914.83,29579.36,2025
SELL,2025-03-04 03:00:00,2884.43,2893.03,2875.83,8.6,887.38,1.7015,2.8927,2893.03,2025-03-04 07:15:00,SL,-887.38,28691.98,2025
BUY,2025-03-07 09:30:00,2914.97,2911.66,2918.28,3.31,860.76,2.0776,1.0827,2918.28,2025-03-07 10:00:00,TP,860.76,29552.74,2025
BUY,2025-03-10 00:00:00,2913.47,2910.48,2916.46,2.99,886.58,-0.6482,-2.0866,2910.48,2025-03-10 00:15:00,SL,-886.58,28666.16,2025
BUY,2025-03-13 17:45:00,2977.75,2969.32,2986.18,8.43,859.98,11.5764,7.6263,2986.18,2025-03-13 22:30:00,TP,859.98,29526.14,2025
SELL,2025-03-14 16:15:00,2983.2,2993.39,2973.01,10.19,885.78,-1.1609,1.0973,2993.39,2025-03-17 01:15:00,SL,-885.78,28640.36,2025
BUY,2025-03-19 20:00:00,3038.59,3028.93,3048.25,9.66,859.21,0.0043,-0.5696,3048.25,2025-03-19 20:30:00,TP,859.21,29499.57,2025
BUY,2025-03-20 03:00:00,3054.7,3050.42,3058.98,4.28,884.99,5.1848,5.0456,3050.42,2025-03-20 03:45:00,SL,-884.99,28614.58,2025
SELL,2025-03-21 06:45:00,3029.81,3031.8,3027.82,1.99,858.44,-4.437,-3.8063,3027.82,2025-03-21 07:00:00,TP,858.44,29473.02,2025
BUY,2025-03-25 07:00:00,3018.54,3014.33,3022.75,4.21,884.19,1.8602,1.1144,3014.33,2025-03-25 09:15:00,SL,-884.19,28588.83,2025
SELL,2025-03-25 22:45:00,3019.81,3020.73,3018.89,0.92,857.66,-0.9842,-0.918,3020.73,2025-03-26 00:00:00,SL,-857.66,27731.17,2025
BUY,2025-03-26 14:30:00,3028.71,3025.21,3032.21,3.5,831.94,1.9025,1.3109,3025.21,2025-03-26 15:00:00,SL,-831.94,26899.23,2025
BUY,2025-03-28 05:15:00,3073.76,3069.97,3077.55,3.79,806.98,6.8873,6.1107,3069.97,2025-03-28 05:30:00,SL,-806.98,26092.25,2025
BUY,2025-03-31 22:45:00,3124.43,3120.9,3127.96,3.53,782.77,2.0714,1.4513,3120.9,2025-04-01 02:45:00,SL,-782.77,25309.48,2025
SELL,2025-04-01 14:15:00,3130.78,3135.79,3125.77,5.01,759.28,-0.7696,-0.701,3135.79,2025-04-01 16:00:00,SL,-759.28,24550.2,2025
SELL,2025-04-01 17:00:00,3125.45,3135.31,3115.59,9.86,736.51,-1.3161,-0.7755,3115.59,2025-04-01 18:45:00,TP,736.51,25286.71,2025
SELL,2025-04-08 17:45:00,3006.14,3018.06,2994.22,11.92,758.6,1.9181,2.6723,2994.22,2025-04-08 19:15:00,TP,758.6,26045.31,2025
BUY,2025-04-09 08:00:00,3015.74,3005.51,3025.97,10.23,781.36,8.7799,7.3843,3025.97,2025-04-09 09:15:00,TP,781.36,26826.67,2025
BUY,2025-04-11 12:30:00,3222.28,3212.07,3232.49,10.21,804.8,6.5169,5.5322,3232.49,2025-04-11 13:00:00,TP,804.8,27631.47,2025
SELL,2025-04-14 10:30:00,3228.18,3233.66,3222.7,5.48,828.94,0.1365,0.54,3222.7,2025-04-14 11:00:00,TP,828.94,28460.41,2025
BUY,2025-04-15 04:00:00,3217.57,3210.01,3225.13,7.56,853.81,1.1632,0.715,3225.13,2025-04-15 04:15:00,TP,853.81,29314.22,2025
BUY,2025-04-15 06:45:00,3228.29,3223.28,3233.3,5.01,879.43,5.1582,4.0736,3223.28,2025-04-15 08:30:00,SL,-879.43,28434.79,2025
BUY,2025-04-25 01:00:00,3353.72,3341.45,3365.99,12.27,853.04,6.4969,4.3891,3365.99,2025-04-25 01:30:00,TP,853.04,29287.83,2025
BUY,2025-05-05 11:15:00,3271.99,3263.08,3280.9,8.91,878.63,4.7811,3.9877,3280.9,2025-05-05 11:45:00,TP,878.63,30166.46,2025
SELL,2025-05-08 22:00:00,3303.66,3309.95,3297.37,6.29,904.99,-15.9686,-15.6076,3297.37,2025-05-08 22:15:00,TP,904.99,31071.45,2025
BUY,2025-05-15 13:00:00,3174.1,3164.2,3184.0,9.9,932.14,4.7032,-0.7294,3184.0,2025-05-15 15:15:00,TP,932.14,32003.59,2025
SELL,2025-05-16 05:30:00,3220.09,3227.44,3212.74,7.35,960.11,-1.4301,3.0431,3212.74,2025-05-16 06:00:00,TP,960.11,32963.7,2025
SELL,2025-05-19 20:30:00,3225.6,3233.19,3218.01,7.59,988.91,-1.9736,-1.2167,3233.19,2025-05-19 21:15:00,SL,-988.91,31974.79,2025
SELL,2025-05-26 12:15:00,3327.2,3336.12,3318.28,8.92,959.24,-5.686,-4.5415,3336.12,2025-05-26 16:00:00,SL,-959.24,31015.55,2025
BUY,2025-05-27 03:00:00,3349.41,3344.29,3354.53,5.12,930.47,3.7821,3.3309,3344.29,2025-05-27 03:15:00,SL,-930.47,30085.08,2025
BUY,2025-05-28 02:00:00,3306.9,3298.18,3315.62,8.72,902.55,1.6169,1.3195,3315.62,2025-05-28 03:30:00,TP,902.55,30987.63,2025
SELL,2025-05-28 16:00:00,3306.96,3316.28,3297.64,9.32,929.63,-0.6884,1.0686,3297.64,2025-05-28 18:00:00,TP,929.63,31917.26,2025
BUY,2025-05-29 14:15:00,3302.25,3295.42,3309.08,6.83,957.52,8.5208,5.8203,3309.08,2025-05-29 15:15:00,TP,957.52,32874.78,2025
BUY,2025-05-30 22:45:00,3294.86,3291.69,3298.03,3.17,986.24,0.7994,0.1055,3291.69,2025-05-30 23:15:00,SL,-986.24,31888.54,2025
SELL,2025-06-03 08:15:00,3359.07,3364.18,3353.96,5.11,956.66,-5.7717,-4.8479,3364.18,2025-06-03 08:45:00,SL,-956.66,30931.88,2025
BUY,2025-06-04 02:00:00,3360.36,3357.03,3363.69,3.33,927.96,1.9165,0.8159,3357.03,2025-06-04 02:30:00,SL,-927.96,30003.92,2025
SELL,2025-06-06 15:30:00,3353.14,3364.17,3342.11,11.03,900.12,-2.1672,-1.7243,3342.11,2025-06-06 17:00:00,TP,900.12,30904.04,2025
SELL,2025-06-10 01:00:00,3324.71,3327.44,3321.98,2.73,927.12,-0.1159,1.8934,3321.98,2025-06-10 01:45:00,TP,927.12,31831.16,2025
BUY,2025-06-11 07:00:00,3342.75,3336.88,3348.62,5.87,954.93,4.9046,3.7285,3336.88,2025-06-11 08:45:00,SL,-954.93,30876.23,2025
BUY,2025-06-11 11:30:00,3346.18,3342.53,3349.83,3.65,926.29,3.7703,2.9832,3342.53,2025-06-11 12:00:00,SL,-926.29,29949.94,2025
SELL,2025-06-13 19:00:00,3420.27,3428.26,3412.28,7.99,898.5,0.3654,2.9485,3428.26,2025-06-13 19:30:00,SL,-898.5,29051.44,2025
SELL,2025-06-16 08:30:00,3420.67,3430.38,3410.96,9.71,871.54,-5.1054,-2.8376,3410.96,2025-06-16 10:00:00,TP,871.54,29922.98,2025
BUY,2025-06-17 02:45:00,3402.88,3393.19,3412.57,9.69,897.69,-0.2474,-3.5479,3393.19,2025-06-17 03:45:00,SL,-897.69,29025.29,2025
SELL,2025-06-17 05:45:00,3390.0,3400.41,3379.59,10.41,870.76,0.1602,0.6113,3379.59,2025-06-17 06:15:00,TP,870.76,29896.05,2025
SELL,2025-06-18 04:30:00,3380.27,3388.68,3371.86,8.41,896.88,-1.1513,-0.2614,3371.86,2025-06-18 05:30:00,TP,896.88,30792.93,2025
SELL,2025-06-20 04:45:00,3356.48,3364.4,3348.56,7.92,923.79,-2.9541,-1.526,3348.56,2025-06-20 06:00:00,TP,923.79,31716.72,2025
BUY,2025-06-25 18:30:00,3326.02,3321.67,3330.37,4.35,951.5,-0.8657,-2.1765,3330.37,2025-06-25 19:30:00,TP,951.5,32668.22,2025
BUY,2025-07-02 03:00:00,3343.3,3334.89,3351.71,8.41,980.05,-0.1051,-0.5432,3334.89,2025-07-02 04:15:00,SL,-980.05,31688.17,2025
BUY,2025-07-02 15:15:00,3346.56,3337.75,3355.37,8.81,950.65,2.4169,2.0262,3337.75,2025-07-02 16:45:00,SL,-950.65,30737.52,2025
SELL,2025-07-07 07:15:00,3307.41,3312.3,3302.52,4.89,922.13,-7.4866,-7.2201,3312.3,2025-07-07 08:15:00,SL,-922.13,29815.39,2025
SELL,2025-07-09 07:45:00,3293.99,3296.38,3291.6,2.39,894.46,-3.6622,-3.5806,3296.38,2025-07-09 08:00:00,SL,-894.46,28920.93,2025
BUY,2025-07-09 20:00:00,3314.18,3309.79,3318.57,4.39,867.63,6.9423,6.3043,3309.79,2025-07-09 20:45:00,SL,-867.63,28053.3,2025
BUY,2025-07-16 07:15:00,3335.12,3332.83,3337.41,2.29,841.6,0.8554,-0.2344,3337.41,2025-07-16 07:30:00,TP,841.6,28894.9,2025
BUY,2025-07-17 19:15:00,3338.85,3335.51,3342.19,3.34,866.85,3.6579,0.9019,3342.19,2025-07-18 01:30:00,TP,866.85,29761.75,2025
SELL,2025-07-18 21:00:00,3350.48,3353.41,3347.55,2.93,892.85,-0.2356,0.6506,3347.55,2025-07-21 01:00:00,TP,892.85,30654.6,2025
SELL,2025-07-21 02:00:00,3346.15,3349.12,3343.18,2.97,919.64,-1.8743,-1.356,3349.12,2025-07-21 02:45:00,SL,-919.64,29734.96,2025
SELL,2025-07-28 15:00:00,3333.33,3338.36,3328.3,5.03,892.05,-0.9419,-0.5135,3328.3,2025-07-28 15:30:00,TP,892.05,30627.01,2025
BUY,2025-07-31 08:45:00,3299.68,3294.7,3304.66,4.98,918.81,3.3849,3.0087,3304.66,2025-07-31 09:30:00,TP,918.81,31545.82,2025
SELL,2025-08-05 07:45:00,3371.16,3373.11,3369.21,1.95,946.37,-1.6117,-0.6257,3369.21,2025-08-05 08:00:00,TP,946.37,32492.19,2025
SELL,2025-08-06 12:15:00,3364.51,3367.77,3361.25,3.26,974.77,-3.9991,-2.8817,3361.25,2025-08-06 12:45:00,TP,974.77,33466.96,2025
SELL,2025-08-11 06:30:00,3375.05,3380.14,3369.96,5.09,1004.01,-6.1155,-6.0945,3369.96,2025-08-11 09:15:00,TP,1004.01,34470.97,2025
BUY,2025-08-13 07:00:00,3351.74,3348.17,3355.31,3.57,1034.13,1.0114,0.7721,3348.17,2025-08-13 08:30:00,SL,-1034.13,33436.84,2025
SELL,2025-08-14 08:15:00,3359.15,3361.76,3356.54,2.61,1003.11,-0.779,0.033,3356.54,2025-08-14 08:30:00,TP,1003.11,34439.95,2025
BUY,2025-08-18 04:30:00,3344.18,3339.64,3348.72,4.54,1033.2,1.6961,-0.2406,3348.72,2025-08-18 06:45:00,TP,1033.2,35473.15,2025
BUY,2025-08-19 03:00:00,3336.23,3326.04,3346.42,10.19,1064.19,-0.9596,-1.5428,3326.04,2025-08-19 16:00:00,SL,-1064.19,34408.96,2025
BUY,2025-08-20 10:00:00,3326.0,3321.63,3330.37,4.37,1032.27,2.818,1.8075,3321.63,2025-08-20 11:15:00,SL,-1032.27,33376.69,2025
SELL,2025-08-29 08:00:00,3407.76,3409.54,3405.98,1.78,1001.3,-2.0336,-1.5134,3409.54,2025-08-29 08:30:00,SL,-1001.3,32375.39,2025
BUY,2025-09-01 08:15:00,3478.22,3474.45,3481.99,3.77,971.26,10.8688,10.6302,3481.99,2025-09-01 08:30:00,TP,971.26,33346.65,2025
BUY,2025-09-02 04:00:00,3488.94,3477.09,3500.79,11.85,1000.4,3.0197,2.0292,3500.79,2025-09-02 04:30:00,TP,1000.4,34347.05,2025
SELL,2025-09-05 10:00:00,3550.25,3554.31,3546.19,4.06,1030.41,0.403,1.797,3546.19,2025-09-05 11:15:00,TP,1030.41,35377.46,2025
BUY,2025-09-05 14:45:00,3553.23,3547.75,3558.71,5.48,1061.32,0.0354,-0.4218,3558.71,2025-09-05 15:30:00,TP,1061.32,36438.78,2025
SELL,2025-09-09 21:30:00,3640.8,3645.06,3636.54,4.26,1093.16,-2.7639,-2.4101,3636.54,2025-09-09 22:00:00,TP,1093.16,37531.94,2025
SELL,2025-09-11 07:30:00,3631.71,3634.32,3629.1,2.61,1125.96,-4.2519,-3.2091,3629.1,2025-09-11 08:30:00,TP,1125.96,38657.9,2025
SELL,2025-09-11 11:45:00,3626.2,3630.5,3621.9,4.3,1159.74,-3.6746,-3.6377,3621.9,2025-09-11 12:00:00,TP,1159.74,39817.64,2025
SELL,2025-09-12 11:45:00,3641.08,3646.12,3636.04,5.04,1194.53,-0.6185,1.7086,3646.12,2025-09-12 12:15:00,SL,-1194.53,38623.11,2025
BUY,2025-09-15 11:45:00,3645.58,3640.9,3650.26,4.68,1158.69,0.2401,-0.2826,3640.9,2025-09-15 12:15:00,SL,-1158.69,37464.42,2025
